time, attx, atty, attz, accx, accy, accz, velx, vely, velz, locx, locy, locz
1468348072354205,-0.0148713,0.0319168,1.46835,0.0426129,-0.298394,0.0582323,0.0602426,-0.074359,-0.0749857,0.0204061,-0.0198828,-0.0392715,
1468348072364241,-0.0180836,0.0342334,1.46618,0.0065224,-0.24073,0.0582323,0.0604883,-0.0770546,-0.0744034,0.0210098,-0.0206399,-0.0400185,
1468348072374281,-0.021937,0.0362554,1.46426,-0.0360657,-0.206703,0.0195504,0.0603406,-0.0792918,-0.0740145,0.0216139,-0.0214216,-0.0407606,
1468348072384317,-0.0248904,0.0371627,1.46233,-0.0360657,-0.243698,-0.0364425,0.0599799,-0.0815438,-0.074099,0.0222155,-0.0222258,-0.0415011,
1468348072394353,-0.0270591,0.0367015,1.46048,-0.0360657,-0.269238,-0.0749837,0.0596193,-0.0841084,-0.0746561,0.0228135,-0.0230541,-0.0422449,
1468348072404389,-0.0302121,0.0354461,1.45855,-0.0360657,-0.231031,-0.0749837,0.0592586,-0.0866098,-0.0754059,0.0234079,-0.0239077,-0.0429952,
1468348072414437,-0.0335569,0.0335667,1.45762,-0.0360657,-0.16718,-0.0749837,0.0588979,-0.0886008,-0.0761558,0.0239987,-0.0247837,-0.043753,
1468348072424474,-0.0370446,0.0320027,1.45799,-0.0360657,-0.133935,-0.0339079,0.0585373,-0.0901064,-0.0767002,0.0245858,-0.0256773,-0.0445173,
1468348072434510,-0.0408319,0.0315568,1.45929,0.00977766,-0.0999375,-0.0339079,0.0584059,-0.0912758,-0.0770393,0.0251706,-0.0265842,-0.045286,
1468348072444546,-0.0440562,0.0320853,1.46108,0.0443027,-0.0679973,-0.0339079,0.0586763,-0.0921155,-0.0773784,0.025756,-0.0275011,-0.0460581,
1468348072454584,-0.0463363,0.0329632,1.46256,0.0805428,-0.0350833,-0.0339079,0.0593005,-0.0926309,-0.0777175,0.0263459,-0.0284249,-0.0468336,
1468348072464622,-0.0485167,0.0344677,1.4637,0.0805428,-0.0350833,-0.0339079,0.0601059,-0.0929817,-0.0780566,0.0269429,-0.0293529,-0.0476124,
1468348072474658,-0.0508609,0.0367791,1.46422,0.116608,-0.0350833,-0.0339079,0.0610917,-0.0933325,-0.0783956,0.0275489,-0.0302845,-0.0483947,
1468348072484695,-0.0529704,0.0394524,1.46439,0.14581,-0.0350833,-0.0339079,0.0624038,-0.0936834,-0.0787347,0.0281664,-0.0312196,-0.0491803,
1468348072494731,-0.0550446,0.0427042,1.46441,0.14581,0.00214356,-0.0339079,0.0638619,-0.0938481,-0.0790738,0.0287977,-0.0321572,-0.0499694,
