time, axm_ori, aym_ori, azm_ori, axl_ori, ayl_ori, azl_ori, axm, aym, azm, axl, ayl, azl, acc1x, acc1y, acc1z, acc2x, acc2y, acc2z, acc3x, acc3y, acc3z
1468176048850059,0.0820312,-0.580078,0.766113,0.08418,-0.560712,0.826428,0.0957313,-0.592778,0.829113,0.07958,-0.585812,0.830728,0.298099,0,0,0,-0.42594,0,0,-0.438801,0,
1468176048856119,0.0629883,-0.57959,0.752441,0.062952,-0.549732,0.803736,0.0766883,-0.59229,0.815441,0.058352,-0.574832,0.808036,0.327038,0,0,0,-0.399235,0,0,-0.429774,0,
1468176048862182,0.0766602,-0.581055,0.746094,0.077592,-0.559248,0.825696,0.0903602,-0.593755,0.809094,0.072992,-0.584348,0.829996,0.360822,0,0,0,-0.380398,0,0,-0.424072,0,
1468176048868242,0.0683594,-0.559082,0.785645,0.08052,-0.529236,0.84546,0.0820594,-0.571782,0.848645,0.07592,-0.554336,0.84976,0.31667,0,0,0,-0.357475,0,0,-0.417641,0,
1468176048874302,0.0522461,-0.576172,0.780273,0.055632,-0.557052,0.87474,0.0659461,-0.588872,0.843273,0.051032,-0.582152,0.87904,0.345969,0,0,0,-0.322719,0,0,-0.409389,0,
1468176048880359,0.0419922,-0.585449,0.811035,0.034404,-0.557784,0.897432,0.0556922,-0.598149,0.874035,0.029804,-0.582884,0.901732,0.37039,0,0,0,0,0,0,-0.397034,0,
1468176048886420,0.0185547,-0.59375,0.851562,0.020496,-0.55998,0.937692,0.0322547,-0.60645,0.914562,0.015896,-0.58508,0.941992,0.415652,0,0.324006,0,0,0,0,-0.380687,0,
1468176048892480,0.0112305,-0.605469,0.898438,0.01098,-0.573156,0.97356,0.0249305,-0.618169,0.961438,0.00638,-0.598256,0.97786,0.48086,0.353256,0.599462,0,0,0,0,-0.362535,0,
1468176048898538,0.0292969,-0.601074,0.904785,0.027816,-0.579744,1.00284,0.0429969,-0.613774,0.967785,0.023216,-0.604844,1.00714,0.602138,0.430203,0.849856,0.308503,0,0,0,-0.346771,0,
1468176048905263,0.0390625,-0.603516,0.927246,0.04026,-0.573888,0.996252,0.0527625,-0.616216,0.990246,0.03566,-0.598988,1.00055,0.68424,0.446866,1.08759,0.354357,0,0.300638,0,-0.331127,0,
1468176048911952,0.0537109,-0.583008,0.884277,0.054168,-0.559248,0.972828,0.0674109,-0.595708,0.947277,0.049568,-0.584348,0.977128,0.731812,0.408009,1.20228,0.399615,0,0.342762,0,-0.316798,0,
1468176048918877,0.0771484,-0.578125,0.863281,0.07686,-0.544608,0.948672,0.0908484,-0.590825,0.926281,0.07226,-0.569708,0.952972,0.758789,0,1.18902,0.438022,0,0.379365,0,-0.306469,0,
1468176048926374,0.0834961,-0.565918,0.84375,0.097356,-0.53436,0.916464,0.0971961,-0.578618,0.90675,0.092756,-0.55946,0.920764,0.742609,0,1.04304,0.464721,0,0.407032,0,-0.299363,0,
1468176048932439,0.10498,-0.54834,0.822266,0.115656,-0.511668,0.879864,0.11868,-0.56104,0.885266,0.111056,-0.536768,0.884164,0.683928,0,0.806207,0.475352,0,0.422468,0,-0.295167,0,
1468176048938498,0.135254,-0.516602,0.808105,0.140544,-0.47946,0.870348,0.148954,-0.529302,0.871105,0.135944,-0.50456,0.874648,0.572682,0,0.527888,0.469885,0,0.424356,0,-0.296866,0,
1468176048944561,0.125,-0.483398,0.82666,0.123708,-0.442128,0.87474,0.1387,-0.496098,0.88966,0.119108,-0.467228,0.87904,0.439248,-0.309767,0.331546,0.459887,0,0.424334,0,-0.297324,0,
1468176048950981,0.112793,-0.456055,0.851562,0.12078,-0.420168,0.905484,0.126493,-0.468755,0.914562,0.11618,-0.445268,0.909784,0,-0.368739,0,0.44416,0,0.429752,0,-0.296424,0,
1468176048957068,0.10498,-0.453613,0.850098,0.116388,-0.423096,0.90402,0.11868,-0.466313,0.913098,0.111788,-0.448196,0.90832,0,-0.389651,0,0.429282,0,0.439905,0,0,0,
1468176048963131,0.09375,-0.438477,0.851562,0.09882,-0.401136,0.891576,0.10745,-0.451177,0.914562,0.09422,-0.426236,0.895876,0,-0.341658,0,0.401764,0,0.447022,0,0,0,
1468176048969327,0.100586,-0.421387,0.877441,0.106872,-0.387228,0.931104,0.114286,-0.434087,0.940441,0.102272,-0.412328,0.935404,0,0,0,0.375405,0,0.47445,0,0,0,
1468176048978036,0.0908203,-0.399902,0.882813,0.104676,-0.379176,0.957456,0.10452,-0.412602,0.945813,0.100076,-0.404276,0.961756,0,0,0.376998,0.339205,0,0.505231,0,0,0,
1468176048984097,0.0922852,-0.410645,0.914551,0.101016,-0.378444,0.986004,0.105985,-0.423345,0.977551,0.096416,-0.403544,0.990304,0,0,0.487353,0.310102,0,0.55905,0,0,0,
1468176048990155,0.0991211,-0.398438,0.928223,0.100284,-0.374052,0.991128,0.112821,-0.411137,0.991223,0.095684,-0.399152,0.995428,0,0,0.622183,0,0,0.613455,0,0,0,
1468176048996217,0.0927734,-0.404297,0.917969,0.101016,-0.374052,0.96624,0.106473,-0.416997,0.980969,0.096416,-0.399152,0.97054,0,0,0.735354,0,0,0.643761,0,0,0,
1468176049002276,0.0654297,-0.378906,0.871582,0.059292,-0.350628,0.936228,0.0791297,-0.391606,0.934582,0.054692,-0.375728,0.940528,-0.296158,0,0.711029,0,0,0.649411,0,0,0,
1468176049008336,0.0385742,-0.368652,0.865234,0.050508,-0.345504,0.926712,0.0522742,-0.381352,0.928234,0.045908,-0.370604,0.931012,-0.310571,0,0.638886,0,0,0.637428,0,0,0,
1468176049014398,0.0795898,-0.393555,0.868652,0.095892,-0.374784,0.952332,0.0932898,-0.406255,0.931652,0.091292,-0.399884,0.956632,0,0,0.538742,0,0,0.612733,0,0,0,
1468176049020454,0.111816,-0.400879,0.883789,0.1098,-0.365268,0.966972,0.125516,-0.413579,0.946789,0.1052,-0.390368,0.971272,0,0,0.450331,0,0,0.576173,0,0,0,
1468176049026526,0.0961914,-0.385742,0.906738,0.1098,-0.343308,0.974292,0.109891,-0.398442,0.969738,0.1052,-0.368408,0.978592,0,0,0.425448,0,0,0.537659,0,0,0,
1468176049032583,0.0874023,-0.354004,0.919434,0.094428,-0.323544,0.975756,0.101102,-0.366704,0.982434,0.089828,-0.348644,0.980056,0,0,0.487769,0,0,0.499456,0,0,0,
1468176049038641,0.0893555,-0.346191,0.909668,0.085644,-0.313296,0.976488,0.103055,-0.358891,0.972668,0.081044,-0.338396,0.980788,0,0,0.556731,0,0,0.47604,0,0,0,
1468176049044701,0.0688477,-0.350098,0.90625,0.090768,-0.311832,0.96258,0.0825477,-0.362798,0.96925,0.086168,-0.336932,0.96688,-0.315441,0,0.580075,0,0,0.460497,0,0,0,
1468176049050761,0.0742188,-0.355957,0.912598,0.0915,-0.337452,0.95526,0.0879188,-0.368657,0.975598,0.0869,-0.362552,0.95956,-0.334234,0,0.572823,0,0,0.458618,0,0,0,
1468176049056824,0.0908203,-0.368652,0.895996,0.100284,-0.335256,0.9516,0.10452,-0.381352,0.958996,0.095684,-0.360356,0.9559,-0.309344,0,0.517666,0,0,0.465524,0,0,0.301481,
1468176049062882,0.108887,-0.356445,0.880371,0.114192,-0.324276,0.94794,0.122587,-0.369145,0.943371,0.109592,-0.349376,0.95224,0,0,0.432504,0,0,0.47561,0,0,0.308275,
1468176049068954,0.102051,-0.340332,0.878418,0.118584,-0.308904,0.934764,0.115751,-0.353032,0.941418,0.113984,-0.334004,0.939064,0,0,0.34339,0,0,0.479001,0,0,0.312034,
1468176049075029,0.0898438,-0.333496,0.8125,0.079788,-0.316224,0.873276,0.103544,-0.346196,0.8755,0.075188,-0.341324,0.877576,0,0,0,0,0,0.437859,0,0,0.302846,
1468176049082333,0.0722656,-0.355957,0.771973,0.068808,-0.330864,0.830088,0.0859656,-0.368657,0.834973,0.064208,-0.355964,0.834388,0,0,0,0,0,0.377563,0,0,0,
1468176049088597,0.0556641,-0.364258,0.745605,0.048312,-0.337452,0.813984,0.0693641,-0.376958,0.808605,0.043712,-0.362552,0.818284,0,0,-0.434448,0,0,0.311005,0,0,0,
1468176049094660,0.0361328,-0.350098,0.741699,0.04026,-0.32574,0.804468,0.0498328,-0.362798,0.804699,0.03566,-0.35084,0.808768,0,0,-0.728576,0,0,0,0,0,0,
1468176049100720,0.0380859,-0.341309,0.738281,0.046848,-0.319152,0.818376,0.0517859,-0.354009,0.801281,0.042248,-0.344252,0.822676,0,0,-0.997573,0,0,0,0,0,0,
1468176049106783,0.0473633,-0.34082,0.769043,0.056364,-0.29646,0.8418,0.0610633,-0.35352,0.832043,0.051764,-0.32156,0.8461,0,0,-1.08865,0,0,0,0,0,0,
1468176049113007,0.0483398,-0.299316,0.795898,0.060756,-0.28182,0.873276,0.0620398,-0.312016,0.858898,0.056156,-0.30692,0.877576,0,0,-1.03938,0,0,0,0,0,0,
1468176049119067,0.0629883,-0.297852,0.821289,0.062952,-0.261324,0.8967,0.0766883,-0.310552,0.884289,0.058352,-0.286424,0.901,0,0,-0.900506,0,0,0,0,0,0,
1468176049125127,0.0473633,-0.269043,0.853516,0.043188,-0.240828,0.91866,0.0610633,-0.281743,0.916516,0.038588,-0.265928,0.92296,0,0,-0.697165,0,0,0,0,0,0,
1468176049132443,0.0444336,-0.263672,0.858887,0.057096,-0.226188,0.924516,0.0581336,-0.276372,0.921887,0.052496,-0.251288,0.928816,-0.404264,0,-0.494107,0,0,0,0,0,0,
1468176049139919,0.0366211,-0.258301,0.853516,0.064416,-0.229116,0.931104,0.0503211,-0.271001,0.916516,0.059816,-0.254216,0.935404,-0.510258,0,-0.33825,0,0,0,0,0,0,
1468176049145956,0.0444336,-0.278809,0.835449,0.045384,-0.242292,0.921588,0.0581336,-0.291509,0.898449,0.040784,-0.267392,0.925888,-0.528878,0,0,0,0,0,0,0,0,
1468176049151992,0.0327148,-0.271484,0.842773,0.04026,-0.256932,0.910608,0.0464148,-0.284184,0.905773,0.03566,-0.282032,0.914908,-0.513638,0,0,0,0,0,0,0,0,
1468176049158026,0.0322266,-0.299805,0.817383,0.042456,-0.262788,0.89304,0.0459266,-0.312505,0.880383,0.037856,-0.287888,0.89734,-0.422631,0,-0.321443,0,0,-0.32867,0,0,0,
1468176049164063,0.0385742,-0.303711,0.805176,0.03294,-0.264984,0.87108,0.0522742,-0.316411,0.868176,0.02834,-0.290084,0.87538,-0.30976,0,-0.438685,0,0,-0.396744,0,0,0,
1468176049170098,0.0415039,-0.293945,0.804688,0.045384,-0.259128,0.864492,0.0552039,-0.306645,0.867688,0.040784,-0.284228,0.868792,0,0,-0.566618,0,0,-0.462063,0,0,0,
1468176049176131,0.0512695,-0.286621,0.794922,0.055632,-0.2562,0.862296,0.0649695,-0.299321,0.857922,0.051032,-0.2813,0.866596,0,0,-0.679281,0,0,-0.529992,0,0,0,
1468176049182167,0.059082,-0.287598,0.808105,0.06222,-0.2562,0.870348,0.072782,-0.300298,0.871105,0.05762,-0.2813,0.874648,0,0,-0.767367,0,0,-0.587413,0,0,0,
1468176049188203,0.0620117,-0.289062,0.792969,0.067344,-0.251076,0.859368,0.0757117,-0.301762,0.855969,0.062744,-0.276176,0.863668,0,0,-0.838694,0,0,-0.64647,0,0,0,
1468176049194239,0.0693359,-0.277832,0.788574,0.075396,-0.251808,0.846192,0.0830359,-0.290532,0.851574,0.070796,-0.276908,0.850492,0,0,-0.893773,0,0,-0.706034,0,0,0,
1468176049200276,0.0458984,-0.269531,0.772949,0.040992,-0.234972,0.824232,0.0595984,-0.282231,0.835949,0.036392,-0.260072,0.828532,0,0,-0.977258,0,0,-0.742694,0,0,0,
1468176049206312,0.0268555,-0.266602,0.769043,0.040992,-0.23424,0.81984,0.0405555,-0.279302,0.832043,0.036392,-0.25934,0.82414,0,0,-1.05659,0,0,-0.760368,0,0,0,
1468176049212347,0.00976562,-0.287598,0.742676,0.019764,-0.25254,0.805932,0.0234656,-0.300298,0.805676,0.015164,-0.27764,0.810232,0,0,-1.19519,0,0,-0.777599,0,0,0,
1468176049218385,0.00439453,-0.283203,0.728027,0.008052,-0.255468,0.79056,0.0180945,-0.295903,0.791027,0.003452,-0.280568,0.79486,0,0,-1.33687,0,0,-0.798544,0,0,0,
1468176049224421,0.00732422,-0.285156,0.711426,-0.002196,-0.249612,0.792756,0.0210242,-0.297856,0.774426,-0.006796,-0.274712,0.797056,0,0,-1.47484,0,0,-0.825352,0,0,0,
1468176049230456,-0.00488281,-0.277832,0.71582,0.012444,-0.238632,0.785436,0.00881719,-0.290532,0.77882,0.007844,-0.263732,0.789736,0,0,-1.57817,0,0,-0.865074,0,0,0,
1468176049236493,-0.00439453,-0.28418,0.714844,0.002928,-0.251076,0.799344,0.00930547,-0.29688,0.777844,-0.001672,-0.276176,0.803644,0,0.344643,-1.66017,0,0,-0.915567,0,0,0,
1468176049242549,0.0102539,-0.279785,0.729492,0.013176,-0.246684,0.803004,0.0239539,-0.292485,0.792492,0.008576,-0.271784,0.807304,0,0.349903,-1.6843,0,0,-0.973547,0,0,0,
1468176049248610,0.0249023,-0.269531,0.748535,0.031476,-0.237168,0.824232,0.0386023,-0.282231,0.811535,0.026876,-0.262268,0.828532,0,0.310554,-1.6401,0,0,-1.03428,0,0,0,
1468176049254670,0.0322266,-0.277344,0.753906,0.04392,-0.25254,0.833748,0.0459266,-0.290044,0.816906,0.03932,-0.27764,0.838048,0,0,-1.56675,0,0,-1.09351,0,0,0,
1468176049260730,0.0625,-0.250977,0.786621,0.065148,-0.2196,0.8601,0.0762,-0.263677,0.849621,0.060548,-0.2447,0.8644,0,0,-1.4335,0,0,-1.13889,0,0,0,
1468176049266791,0.0581055,-0.228027,0.794922,0.05856,-0.196908,0.859368,0.0718055,-0.240727,0.857922,0.05396,-0.222008,0.863668,0,0,-1.30587,0,0,-1.17548,0,0,0,
1468176049272850,0.0463867,-0.213867,0.80957,0.061488,-0.18666,0.86742,0.0600867,-0.226567,0.87257,0.056888,-0.21176,0.87172,0,0,-1.17345,0,0,-1.20508,0,0,-0.311191,
1468176049278913,0.0478516,-0.192383,0.806152,0.059292,-0.17568,0.89304,0.0615516,-0.205083,0.869152,0.054692,-0.20078,0.89734,0,0,-1.05944,0,0,-1.21878,0,0,-0.34933,
1468176049284971,0.0537109,-0.199219,0.852539,0.062952,-0.169824,0.92232,0.0674109,-0.211919,0.915539,0.058352,-0.194924,0.92662,0,0,-0.885969,0,0,-1.20533,0,0,-0.375345,
1468176049291033,0.059082,-0.197266,0.873535,0.05856,-0.15738,0.945012,0.072782,-0.209966,0.936535,0.05396,-0.18248,0.949312,0,0,-0.727633,0,0,-1.17914,0,0,-0.393569,
1468176049297092,0.0498047,-0.192871,0.887207,0.050508,-0.150792,0.96624,0.0635047,-0.205571,0.950207,0.045908,-0.175892,0.97054,0,0,-0.542453,0,0,-1.14127,0,0,-0.404215,
1468176049303152,0.0283203,-0.174316,0.903809,0.0549,-0.132492,0.966972,0.0420203,-0.187016,0.966809,0.0503,-0.157592,0.971272,-0.333723,0,-0.36244,0,0,-1.10385,0,0,-0.408579,
1468176049309213,0.0415039,-0.160156,0.919922,0.049044,-0.137616,0.977952,0.0552039,-0.172856,0.982922,0.044444,-0.162716,0.982252,-0.358282,0,0,0,0,-1.05346,0,0,-0.408106,
1468176049315267,0.0112305,-0.215332,0.886719,0.021228,-0,0.972096,0.0249305,-0.228032,0.949719,0.016628,-0.0251,0.976396,-0.461805,0,0,0,0,-1.00824,0,0,-0.411759,
1468176049321329,0.03125,-0.18457,0.901367,0.035868,-0.15372,0.975756,0.04495,-0.19727,0.964367,0.031268,-0.17882,0.980056,-0.433468,0,0,0,0,-0.94922,0,0,-0.418018,
1468176049327390,0.0380859,-0.166016,0.896973,0.038064,-0.14274,0.975024,0.0517859,-0.178716,0.959973,0.033464,-0.16784,0.979324,-0.423039,0,0,0,0,-0.889362,0,0,-0.424056,
1468176049333450,0.0268555,-0.164551,0.867676,0.030744,-0.13542,0.945012,0.0405555,-0.177251,0.930676,0.026144,-0.16052,0.949312,-0.378794,0,0,0,0,-0.834217,0,0,-0.433604,
1468176049339514,0.0712891,-0.213379,0.853027,0.074664,-0.199836,0.9516,0.0849891,-0.226079,0.916027,0.070064,-0.224936,0.9559,0,0,0,0,0,-0.773817,0,0,-0.448893,
1468176049345574,0.101562,-0.286621,0.833984,0.109068,-0.27084,0.908412,0.115263,-0.299321,0.896984,0.104468,-0.29594,0.912712,0,0,-0.342823,0,0,-0.72524,0,0,-0.471744,
1468176049351637,0.151855,-0.294434,0.765137,0.13908,-0.255468,0.858636,0.165555,-0.307134,0.828137,0.13448,-0.280568,0.862936,0.439287,0,-0.603717,0,0,-0.705607,0,0,-0.508941,
1468176049357697,0.17334,-0.283203,0.77832,0.151524,-0.258396,0.846192,0.18704,-0.295903,0.84132,0.146924,-0.283496,0.850492,0.737514,-0.526292,-0.860022,0,0,-0.689325,0,0,-0.547573,
1468176049363757,0.166992,-0.268555,0.779785,0.143472,-0.238632,0.86376,0.180692,-0.281255,0.842785,0.138872,-0.263732,0.86806,1.02004,-0.787574,-1.04054,0,0,-0.673279,0,0,-0.581595,
1468176049369816,0.145508,-0.248535,0.817383,0.129564,-0.210084,0.879864,0.159208,-0.261235,0.880383,0.124964,-0.235184,0.884164,1.15119,-0.927954,-1.16117,0,0,-0.654085,0,0,-0.60491,
1468176049375874,0.129883,-0.202148,0.813477,0.115656,-0.162504,0.90768,0.143583,-0.214848,0.876477,0.111056,-0.187604,0.91198,1.05479,-0.974735,-1.19754,0,0,-0.632937,0,0,-0.62478,
1468176049381933,0.112305,-0.154785,0.833496,0.094428,-0.127368,0.904752,0.126005,-0.167485,0.896496,0.089828,-0.152468,0.909052,0.894989,-0.90148,-1.10095,0,0,-0.622468,0,0,-0.645582,
1468176049387992,0.0625,-0.0947266,0.824707,0.067344,-0.065148,0.931836,0.0762,-0.107427,0.887707,0.062744,-0.090248,0.936136,0.627003,-0.716691,-0.986554,0,0,-0.609495,0,0,-0.667313,
1468176049394054,0.0488281,-0.0498047,0.875,0.054168,-0.028548,0.959652,0.0625281,-0.0625047,0.938,0.049568,-0.053648,0.963952,0.317537,-0.515999,-0.813206,0,0,-0.583217,0,0,-0.684816,
1468176049400113,0.015625,-0.0146484,0.904297,0.012444,0.01098,0.971364,0.029325,-0.0273484,0.967297,0.007844,-0.01412,0.975664,0,0,-0.651493,0,0,-0.552098,0,0,-0.699848,
1468176049406175,0.0161133,0.00195312,0.927734,0.01464,0.02196,0.994056,0.0298133,-0.0107469,0.990734,0.01004,-0.00314,0.998356,0,0,-0.467107,0,0,-0.528222,0,0,-0.7101,
1468176049412234,-0.0117188,0.027832,0.897949,0.005124,0.056364,0.976488,0.00198125,0.015132,0.960949,0.000524,0.031264,0.980788,-0.511898,0,-0.344407,0,0,-0.526662,0,0,-0.722622,
1468176049418293,-0.0288086,0.0727539,0.887695,-0.005856,0.082716,0.956724,-0.0151086,0.0600539,0.950695,-0.010456,0.057616,0.961024,-0.692492,0.315866,0,0,0,-0.540893,0,0,-0.737386,
1468176049424353,-0.0107422,0.0854492,0.898438,0.012444,0.123708,0.972828,0.00295781,0.0727492,0.961438,0.007844,0.098608,0.977128,-0.854687,0.41865,0,0,0,-0.552564,0,0,-0.747941,
1468176049430413,-0.0249023,0.15625,0.896973,-0,0.171288,0.964044,-0.0112023,0.14355,0.959973,-0.0046,0.146188,0.968344,-1.03722,0.474229,0,0,0,-0.572996,0,0,-0.757641,
1468176049436477,-0.0126953,0.180176,0.952148,0.005124,0.206424,1.00577,0.00100469,0.167476,1.01515,0.000524,0.181324,1.01007,-1.25318,0.515287,0,0,0,-0.559584,0,0,-0.757954,
1468176049442548,0.00683594,0.222656,0.976074,0.03294,0.244488,1.03066,0.0205359,0.209956,1.03907,0.02834,0.219388,1.03496,-1.5019,0.472759,0,0,0,-0.53828,0,0,-0.743398,
1468176049448613,-0.00146484,0.250977,1.00195,0.016104,0.266448,1.0592,0.0122352,0.238277,1.06495,0.011504,0.241348,1.0635,-1.72365,0.426753,0,0,0,-0.501854,0,0,-0.717195,
1468176049454672,0.000488281,0.269531,1.03906,0.023424,0.28182,1.0797,0.0141883,0.256831,1.10206,0.018824,0.25672,1.084,-1.92566,0.406429,0.349881,-0.360693,0,-0.435924,0,0,-0.68258,
1468176049460730,0,0.270996,1.0415,0.024156,0.292068,1.0958,0.0137,0.258296,1.1045,0.019556,0.266968,1.1001,-2.04196,0.35858,0.622729,-0.485523,0,-0.362737,0,0,-0.645033,
1468176049466790,0.0356445,0.247559,1.08203,0.03294,0.266448,1.12874,0.0493445,0.234859,1.14503,0.02834,0.241348,1.13304,-2.05551,0,0.873478,-0.632739,0,0,-0.294904,0,-0.602033,
1468176049472848,0.0600586,0.203125,1.09473,0.06588,0.221064,1.14924,0.0737586,0.190425,1.15773,0.06128,0.195964,1.15354,-1.90366,0,1.11011,-0.755617,0,0,-0.314499,0,-0.560168,
1468176049478915,0.0507812,0.184082,1.10693,0.060024,0.196908,1.15802,0.0644813,0.171382,1.16993,0.055424,0.171808,1.16232,-1.67889,0,1.31431,-0.867007,0,0,-0.325694,0,-0.521054,
1468176049484977,0.0483398,0.150879,1.11182,0.050508,0.17934,1.15876,0.0620398,0.138179,1.17482,0.045908,0.15424,1.16306,-1.37767,0,1.46812,-0.960122,0,0,-0.330388,0,-0.485195,
1468176049491040,0.0561523,0.126953,1.10742,0.054168,0.144204,1.15949,0.0698523,0.114253,1.17042,0.049568,0.119104,1.16379,-1.02525,0,1.59982,-1.02963,0,0.327509,-0.326833,0,-0.453618,
1468176049497101,0.0429688,0.112305,1.07861,0.042456,0.139812,1.12874,0.0566688,0.0996047,1.14161,0.037856,0.114712,1.13304,-0.710972,0,1.60103,-1.07418,0,0.444133,-0.320463,0,-0.427439,
1468176049503163,0.0327148,0.12793,1.02051,0.0366,0.14274,1.09434,0.0464148,0.11523,1.08351,0.032,0.11764,1.09864,-0.514858,0,1.47876,-1.10808,0,0.535106,-0.314883,0,-0.40875,
1468176049509224,0.0297852,0.124512,1.00342,0.038796,0.147864,1.05701,0.0434852,0.111812,1.06642,0.034196,0.122764,1.06131,-0.371635,0,1.282,-1.11667,0,0.608868,-0.312591,0,-0.392035,
1468176049515284,0.0385742,0.122559,0.981934,0.041724,0.143472,1.05262,0.0522742,0.109859,1.04493,0.037124,0.118372,1.05692,0,0,1.05457,-1.10809,0,0.658187,-0.310447,0,-0.376703,
1468176049521346,0.0356445,0.108398,0.983887,0.039528,0.13176,1.03432,0.0493445,0.0956984,1.04689,0.034928,0.10666,1.03862,0,0,0.814946,-1.07836,0,0.694119,-0.309032,0,-0.358918,
1468176049527408,0.0307617,0.0898438,0.961426,0.044652,0.1281,1.02334,0.0444617,0.0771438,1.02443,0.040052,0.103,1.02764,0,0,0.600795,-1.04055,0,0.711108,-0.306528,0,-0.340816,
1468176049533470,0.0517578,0.0874023,0.942871,0.064416,0.11712,1.02187,0.0654578,0.0747023,1.00587,0.059816,0.09202,1.02617,0,0,0.457728,-0.991365,0,0.73564,-0.301799,0,-0.323388,
1468176049539530,0.0541992,0.101562,0.958984,0.068076,0.130296,1.01748,0.0678992,0.0888625,1.02198,0.063476,0.105196,1.02178,0,0,0.380064,-0.935631,0,0.770895,-0.298538,0,-0.303757,
1468176049545592,0.0517578,0.108398,0.949707,0.063684,0.145668,1.01821,0.0654578,0.0956984,1.01271,0.059084,0.120568,1.02251,0,0,0.319317,-0.874415,0,0.797973,-0.297269,0,0,
1468176049551652,0.0532227,0.139648,0.922363,0.061488,0.158112,1.00064,0.0669226,0.126948,0.985363,0.056888,0.133012,1.00494,0,0,0,-0.803817,0,0.817043,-0.299224,0,0,
1468176049557712,0.0522461,0.147461,0.927246,0.063684,0.185928,0.992592,0.0659461,0.134761,0.990246,0.059084,0.160828,0.996892,0,0,0,-0.731207,0,0.811739,-0.303583,0,0,
1468176049563791,0.0454102,0.170898,0.913086,0.045384,0.193248,0.986004,0.0591102,0.158198,0.976086,0.040784,0.168148,0.990304,0,0,0,-0.649533,0,0.789706,-0.308086,0,0,
1468176049569845,0.034668,0.17627,0.92627,0.05124,0.200568,0.972096,0.048368,0.16357,0.98927,0.04664,0.175468,0.976396,0,0,0,-0.565144,0,0.75417,-0.313509,0,0,
1468176049575903,0.0336914,0.166016,0.922852,0.05124,0.200568,0.993324,0.0473914,0.153316,0.985852,0.04664,0.175468,0.997624,-0.324943,0,0,-0.473296,0,0.70897,-0.321245,0,0,
1468176049581962,0.0375977,0.163574,0.914551,0.035136,0.181536,0.972096,0.0512977,0.150874,0.977551,0.030536,0.156436,0.976396,-0.339425,0,0,-0.377244,0,0.652089,-0.32708,0,0,
1468176049588022,0.0224609,0.15332,0.899414,0.033672,0.176412,0.959652,0.0361609,0.14062,0.962414,0.029072,0.151312,0.963952,-0.300846,0,0,0,0,0.57054,-0.331328,0,0,
1468176049594083,0.0292969,0.148926,0.87207,0.043188,0.188124,0.952332,0.0429969,0.136226,0.93507,0.038588,0.163024,0.956632,0,0.323567,0,0,0,0.472246,-0.334688,0,0,
1468176049600143,0.0268555,0.181641,0.875,0.031476,0.207156,0.947208,0.0405555,0.168941,0.938,0.026876,0.182056,0.951508,0,0.365609,0,0,0,0.368371,-0.343682,0,0,
1468176049606205,-0.0078125,0.203613,0.865234,0.00732,0.239364,0.9333,0.0058875,0.190913,0.928234,0.00272,0.214264,0.9376,0,0.465491,-0.338683,0,0,0,-0.356693,0,0,
1468176049612272,-0.0288086,0.22168,0.873047,-0.01098,0.257664,0.949404,-0.0151086,0.20898,0.936047,-0.01558,0.232564,0.953704,-0.367811,0.591877,-0.396435,0,0,0,-0.37133,0,0,
1468176049618327,-0.0229492,0.215332,0.850586,0.00366,0.240096,0.931836,-0.00924922,0.202632,0.913586,-0.00094,0.214996,0.936136,-0.46136,0.683424,-0.465829,0,0.310137,0,-0.385692,0,0,
1468176049624386,0.0263672,0.208496,0.872559,0.041724,0.2379,0.94794,0.0400672,0.195796,0.935559,0.037124,0.2128,0.95224,-0.538804,0.705531,-0.463761,0,0.324011,0,-0.394847,0,0,
1468176049630443,0.0571289,0.206055,0.883789,0.063684,0.231312,0.94794,0.0708289,0.193355,0.946789,0.059084,0.206212,0.95224,-0.556669,0.661629,-0.448431,0,0.325304,0,-0.399585,0,0,
1468176049636504,0.081543,0.227051,0.902832,0.090768,0.250344,0.98088,0.095243,0.214351,0.965832,0.086168,0.225244,0.98518,-0.554023,0.511599,-0.357526,0,0.316529,0,-0.405255,0,0,
1468176049642563,0.0859375,0.231934,0.924316,0.08418,0.25986,0.972828,0.0996375,0.219234,0.987316,0.07958,0.23476,0.977128,-0.527318,0.324708,0,0,0.306898,0,-0.409802,0,0,
1468176049648627,0.0722656,0.216797,0.868652,0.076128,0.24888,0.920124,0.0859656,0.204097,0.931652,0.071528,0.22378,0.924424,-0.496598,0,0,-0.317714,0.302981,0,-0.412017,0,0,
1468176049654687,0.0800781,0.215332,0.90625,0.068076,0.232044,0.946476,0.0937781,0.202632,0.96925,0.063476,0.206944,0.950776,-0.453799,0,0,-0.342025,0.309126,0,-0.411775,0,0,
1468176049660748,0.0629883,0.206543,0.841309,0.070272,0.224724,0.904752,0.0766883,0.193843,0.904309,0.065672,0.199624,0.909052,-0.398302,0,-0.295017,-0.354234,0.321203,0,-0.408927,0,0,
1468176049666811,0.065918,0.208496,0.84082,0.065148,0.232044,0.901092,0.079618,0.195796,0.90382,0.060548,0.206944,0.905392,-0.317893,0,-0.424632,-0.364254,0.33227,0,-0.403936,0,0,
1468176049672869,0.0791016,0.216797,0.845703,0.087108,0.250344,0.923052,0.0928016,0.204097,0.908703,0.082508,0.225244,0.927352,0,0,-0.540001,-0.36912,0.335192,-0.312479,-0.400418,0,0,
